ID_no,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,ranking
11499,36.4,14.3,50,240,D
11500,23.1,23.3,41,160,A
11501,42.7,9.7,41,215,B
11502,39.2,2.9,49,198,D
11503,30.4,22,30,169,A
11504,51.6,20.7,56,238,A
11505,28.3,15.2,39,162,B
11506,45.8,19.1,67,231,A
11507,31.4,18.8,37,170,B
11508,28.4,21.5,21,125,B
11509,44.5,8.7,36,177,C
11510,45,12.6,47,212,B
11511,47.3,12.6,52,251,B
11512,27.4,21.4,34,179,B
11513,32.4,6.6,22,143,C
11514,45,16.5,39,181,A
11515,41.4,7.3,57,165,C
11516,28.5,17.2,30,191,B
11517,30.7,25.1,42,186,D
11518,45.3,23.2,57,135,B
11519,23.8,21.1,46,161,A
11520,25.1,14.1,8,130,D
11521,29.6,23.5,56,192,C
11522,34.5,9,20,200,D
11523,40.2,18.4,52,227,B
11524,42,18.6,59,214,A
11525,44.6,-7.3,45,161,D
11526,47,15.5,24,203,D
11527,23.4,19,21,176,C
11528,69,17,60,288,A
11529,37.5,5.6,28,203,D
11530,20.6,17.9,23,114,C
11531,29.8,28,40,182,A
11532,28.9,21.3,40,170,A
11533,45.3,5.9,57,203,C
11534,35.7,18.4,62,244,B
11535,37.9,24.5,33,187,A
11536,29.4,20.9,32,155,A
11537,25.8,26.4,36,168,B
11538,53.9,17.9,71,245,A
11539,53.2,16.4,60,253,A
11540,39.7,25,41,212,B
11541,28.2,18,41,170,B
11542,24.7,23.3,35,157,B
11543,42.8,6.2,22,148,C
11544,27,16.9,9,112,C
11545,45.7,20,63,250,A
11546,24.8,15.1,0,83,D
11547,50.3,17.9,55,204,C
11548,51.7,13.4,47,225,B
11549,49.8,20,45,211,D
11550,39.9,6.1,47,219,D
11551,45.1,1.4,55,233,D
11552,47.7,17.9,52,229,B
11553,26.1,21,10,150,D
11554,41.7,15,52,212,A
11555,32,18.3,22,156,B
11556,21.6,21.2,48,165,D
11557,27,29.1,40,200,A
11558,42,7.2,31,204,D
11559,33.3,21.1,47,181,A
11560,26.7,22.6,37,162,A
11561,46,15.4,71,243,A
11562,47.9,19.9,60,220,A
11563,36,19.1,36,223,C
11564,24.7,24.5,35,158,C
11565,40.4,9.5,46,263,C
11566,27.1,23.2,45,168,B
11567,23.9,12.8,2,135,D
11568,40,19.2,51,211,A
11569,48.3,18.9,50,218,B
11570,37.6,4.6,22,172,D
11571,47.6,8.6,42,200,C
11572,43.5,-0.4,25,184,D
11573,43.2,20.8,34,185,A
11574,35.4,8.2,53,206,C
11575,40.1,5.3,45,175,C
11576,53.9,21.3,51,234,A
11577,44.7,27.3,46,248,A
11578,30.4,22.2,34,186,A
11579,51.8,19.7,53,209,B
11580,36.5,6,30,196,D
11581,33,29.2,35,153,B
11582,47.7,22.5,53,242,B
11583,33.2,17.2,38,187,B
11584,50.1,10.8,39,197,B
11585,20.5,20.3,24,126,A
11586,23.7,3.1,28,172,D
11587,58.7,16.7,51,226,A
11588,44.6,14.3,41,211,B
11589,37.8,19,30,171,B
11590,39.7,15.6,52,230,B
11591,39.9,12.1,36,218,C
11592,49.8,1.9,44,207,D
11593,36.3,10.2,34,183,B
11594,27.2,20.3,36,167,A
11595,25,20.6,24,158,A
11596,22,21.5,40,174,A
11597,20.9,19.4,26,167,C
11598,46.2,1.3,20,210,D
11599,39,18.7,42,208,C
11600,44.4,7.8,39,190,C
11601,23.8,22.2,25,165,A
11602,22.7,12.2,0,78,D
11603,24.6,14.9,20,134,C
11604,23.4,20.4,23,144,A
11605,20,20.2,23,150,D
11606,25.3,25.2,42,139,B
11607,22.4,22.2,21,137,A
11608,27,22.2,38,147,A
11609,33.1,9.9,34,177,C
11610,40.1,11.7,34,232,D
11611,41.2,6.5,38,170,C
11612,47.2,8.8,40,214,C
11613,46.7,22.4,56,269,B
11614,30.9,14.9,28,142,C
11615,34.4,26.5,52,189,A
11616,28,4.6,31,185,D
11617,35.7,12.1,38,188,A
11618,38.3,17.8,59,237,B
11619,43.7,17.6,61,209,A
11620,33.5,-20,51,246,D
11621,53.1,18.7,59,245,A
11622,24.6,23.9,43,180,A
11623,23.3,6.6,16,138,D
11624,42.1,12.8,25,100,C
11625,45.7,18.1,60,195,A
11626,34.5,17.4,36,184,D
11627,42.5,19,21,228,C
11628,35.1,7.7,38,220,C
11629,41.1,11.3,50,250,B
11630,31.1,24.8,46,171,A
11631,31.5,20.7,66,237,C
11632,43.4,17.3,38,205,B
11633,26.4,19,36,164,B
11634,29,26.2,45,194,A
11635,45.9,13.9,41,173,D
11636,25.2,16,42,162,B
11637,34.7,21.6,52,179,A
11638,28.5,23.1,26,132,A
11639,32.1,21,40,165,A
11640,42.7,21.9,41,172,A
11641,23.4,22.1,19,143,B
11642,23.3,14.7,18,148,C
11643,35.6,22.9,42,166,A
11644,36.7,10.6,63,197,C
11645,33.5,16.2,33,183,B
11646,44.7,-12.4,22,170,D
11647,27,32.4,47,148,A
11648,46.5,15.1,30,185,B
11649,26.5,10.4,24,124,D
11650,23.2,13.6,38,179,C
11651,31.5,17.5,14,162,D
11652,26.3,20,7,141,D
11653,42.3,-4.4,32,157,D
11654,32.5,6.8,48,216,C
11655,27.3,24.5,21,134,B
11656,45.9,20.3,48,219,A
11657,31.3,25.6,55,169,A
11658,39.3,10.3,34,168,B
11659,23.2,23.4,35,183,A
11660,53.5,20.8,53,224,D
11661,37.7,23.3,39,217,C
11662,22.4,20.9,14,137,C
11663,29.1,14,31,174,C
11664,33.8,12,38,150,D
11665,37,14.1,55,198,C
11666,45.1,25.3,55,226,B
11667,36.2,10.2,50,202,D
11668,28.3,26.2,41,175,D
11669,37.1,15.1,41,246,D
11670,37.8,11.9,43,162,B
11671,30.7,22.2,34,148,B
11672,53.7,24.7,41,231,C
11673,36.2,18.8,40,177,B
11674,44.3,12.1,62,228,B
11675,48.4,13.4,51,232,B
11676,22.4,22.4,31,143,A
11677,31.1,15.2,37,130,D
11678,38.7,18,21,198,D
11679,42.9,-0.7,50,214,D
11680,32.5,11.8,50,211,D
11681,45.1,3.6,62,246,D
11682,25.1,14.5,16,175,D
11683,27.9,24.6,38,159,A
11684,35.7,20,53,193,A
11685,51.8,11.6,34,176,C
11686,47,18,58,237,A
11687,47.6,16.8,52,218,B
11688,49.7,-10,43,201,D
11689,39.3,18.2,57,218,B
11690,25.4,21.9,14,125,C
11691,22.5,18.3,36,145,B
11692,38.5,17.4,10,159,D
11693,51,22.8,28,188,D
11694,28.8,19.5,28,173,C
11695,46.2,21.1,59,256,A
11696,49.8,25.9,56,252,A
11697,27.1,23.8,0,102,D
11698,47.8,15.9,54,222,A
11699,27.2,21.8,26,163,B
11700,19.7,21.4,0,84,D
11701,48.8,17,64,248,B
11702,30.9,-7.5,25,180,D
11703,45.2,9.3,64,271,C
11704,39.5,6.1,51,197,C
11705,27.3,22.5,6,138,D
11706,48.2,18.5,33,164,D
11707,23.2,2.6,6,117,D
11708,21.9,20.3,20,142,A
11709,52.5,20.9,55,260,A
11710,26,10.2,42,166,C
11711,39.3,18.7,50,208,B
11712,39.7,26.2,40,191,B
11713,58.8,24,49,209,B
11714,31.1,-13.5,54,203,D
11715,24.3,12.7,30,133,C
11716,21.6,21.6,20,138,D
11717,47.4,10.1,61,235,C
11718,41.2,19,24,245,D
11719,22.6,20.1,14,140,C
11720,25.1,10.1,8,106,D
11721,25.3,16.2,36,167,B
11722,38.7,3,30,132,D
11723,38.6,19.3,45,227,A
11724,41.6,11.4,56,210,C
11725,50.1,-1.2,15,188,D
11726,38.4,13.7,37,187,A
11727,45.2,19,42,217,B
11728,36.8,11.2,29,154,D
11729,14.3,15.1,30,174,C
11730,20.2,13.5,31,139,C
11731,45.2,16.4,38,188,C
11732,45.9,1.7,31,152,D
11733,27.4,-2.6,37,162,D
11734,57.7,15.5,50,221,A
11735,26.6,17.3,45,174,B
11736,32.8,9.8,51,175,B
11737,42,7.7,43,210,C
11738,58.4,23.5,48,245,B
11739,48.7,18.1,53,204,C
11740,41,15.5,44,202,C
11741,33.1,23,22,150,C
11742,39.3,-3.4,29,164,D
11743,23.2,15.8,28,140,D
11744,22.8,20.8,33,175,A
11745,19.3,14.8,38,108,C
11746,47.4,17.9,32,205,D
11747,41.5,-0.4,30,206,D
11748,27.7,14.6,11,113,C
11749,59.6,25,66,230,A
11750,41.6,11.2,37,191,C
11751,41.9,8.9,36,202,C
11752,34,14.5,20,167,D
11753,44.8,14.6,43,205,B
11754,27.9,12.3,32,144,C
11755,52,19.2,61,236,A
11756,33.3,7.4,30,155,C
11757,36.3,5.6,37,173,C
11758,29.3,11.1,30,151,C
11759,33,9.5,24,181,D
11760,26.7,28.4,26,157,B
11761,44,12.7,38,204,B
11762,45.2,11.4,48,192,B
11763,32.1,16.8,45,165,C
11764,43.4,16.6,31,210,A
11765,23.6,21.3,35,162,A
11766,51.1,19,58,258,B
11767,24.6,12.8,19,148,D
11768,43.9,6.2,35,222,D
11769,56.7,18,36,240,C
11770,48,9.5,43,220,B
11771,24,19.8,32,167,D
11772,52.5,16.1,38,252,D
11773,47,15,55,204,A
11774,58.7,18.1,61,245,B
11775,45.2,5.5,53,224,C
11776,47.9,16.9,57,234,A
11777,64.5,24.3,58,241,A
11778,31.3,24.8,52,203,B
11779,43.9,5,38,222,D
11780,22.7,20.7,35,153,B
11781,27.4,29.1,17,90,C
11782,58.4,17.6,45,220,B
11783,43,22.9,38,196,D
11784,41.7,19.2,62,240,C
11785,28,22.6,9,148,D
11786,24.1,25.3,30,137,A
11787,23.7,12.9,15,117,C
11788,47.8,8.5,45,210,D
11789,42.6,19.9,46,205,C
11790,28.8,28.2,48,199,A
11791,39.5,-13.6,32,183,D
11792,26.1,26.4,48,128,B
11793,22.4,21,31,120,C
11794,25.7,35.2,32,174,A
11795,47,11.2,37,192,C
11796,43.6,7.4,41,207,D
11797,53,18.5,51,221,D
11798,44.3,13.6,45,256,B
11799,53,11.5,53,212,B
11800,38.5,6.6,48,217,C
11801,23.9,19.4,47,195,B
11802,40.4,17.6,50,218,A
11803,19.9,12.2,17,115,C
11804,41.7,9.6,30,151,C
11805,46.6,21.8,52,229,B
11806,24.7,20.4,10,123,C
11807,20.1,15.6,21,155,C
11808,33.3,1.6,44,208,D
11809,42.6,20.5,45,240,B
11810,22.9,17.8,44,152,B
11811,53.1,28.6,53,242,A
11812,39.1,10.4,36,176,C
11813,39.8,19.7,44,190,C
11814,28.2,-1.1,32,137,D
11815,43.1,15.2,54,220,A
11816,27.7,8.7,25,151,B
11817,44.4,13.9,40,231,B
11818,40.7,12.7,47,224,C
11819,25,17.2,25,193,B
11820,44.1,9.2,30,180,D
11821,17.2,12.7,35,165,C
11822,40.3,19,41,232,C
11823,41.5,14.6,31,186,A
11824,38.4,14.9,39,230,C
11825,49.5,12.2,43,254,D
11826,41.2,10,43,224,C
11827,54.7,21.5,64,250,A
11828,34.7,8,59,215,C
11829,34.8,34.6,60,246,C
11830,46.3,23.9,29,175,B
11831,28,10.5,21,156,D
11832,37.2,9,50,217,D
11833,40.9,13,53,192,B
11834,38.8,11.5,26,160,C
11835,35.1,8.7,30,168,D
11836,30.3,19.3,38,160,C
11837,26.5,15.3,23,151,D
11838,39.6,3.8,31,180,C
11839,35.7,17.2,45,183,B
11840,31.7,10,51,195,C
11841,39.4,19.1,45,237,C
11842,49,22.9,65,253,A
11843,26.5,18.4,22,135,D
11844,31.5,11.2,27,165,C
11845,51.5,15.5,30,205,C
11846,27.6,20.2,41,191,B
11847,34.1,31.2,44,218,A
11848,42.9,11.8,41,190,B
11849,19.7,24.5,19,124,A
11850,39.6,17.9,57,233,C
11851,45.2,13.2,44,213,C
11852,25.6,19.8,30,151,B
11853,46.6,16.4,60,262,A
11854,41.4,21.5,39,235,C
11855,31.3,30,51,152,A
11856,22,22,13,135,C
11857,26.2,20.9,46,165,A
11858,27.9,20.1,45,174,A
11859,28.9,18.8,52,163,A
11860,49.9,6,43,209,D
11861,22.6,18.6,12,121,B
11862,17.7,22.6,18,134,B
11863,24.4,13.9,44,180,C
11864,26.3,24.3,41,163,A
11865,47.1,14.9,48,242,B
11866,47.1,17,64,240,B
11867,45.3,11.7,44,198,B
11868,22.1,14,23,150,C
11869,26.5,13,23,140,C
11870,20.4,22.7,15,111,C
11871,35,11.3,48,232,B
11872,47.3,10.4,53,239,C
11873,34.8,14,41,168,B
11874,35.9,21.4,27,206,D
11875,29.9,11.1,27,194,D
11876,40.6,14.5,54,216,B
11877,42.3,15.2,31,191,C
11878,35.8,10,49,176,B
11879,24.6,18.5,49,175,B
11880,27.9,12.2,20,148,C
11881,22.9,16.8,20,143,D
11882,19.2,5.4,20,142,D
11883,47.7,19.7,37,190,A
11884,46.8,12.4,50,211,D
11885,46.6,4.3,51,219,D
11886,47.7,10.7,59,189,B
11887,47.1,10,35,218,C
11888,39.9,5.2,22,184,D
11889,42.8,20,45,232,A
11890,27.9,18.6,33,159,B
11891,38.9,8.3,42,210,C
11892,25.1,15.2,41,157,B
11893,36.4,10.4,50,194,B
11894,41.7,13.7,37,189,A
11895,41.4,19.5,65,188,C
11896,44.7,11.5,39,244,C
11897,46,16.5,51,232,C
11898,38.3,14.4,32,174,A
11899,23.8,20.6,13,142,D
11900,43.8,4.7,50,201,C
11901,40,12.2,44,193,C
11902,38.3,11.2,38,223,B
11903,49.7,17.9,34,199,B
11904,40.2,33.1,45,243,A
11905,30.7,24.6,43,164,A
11906,40.4,5.1,47,230,D
11907,27.5,18.8,43,141,B
11908,27.8,26,27,156,C
11909,59.1,10.2,42,168,B
11910,23.7,24.6,50,211,A
11911,27.9,15.4,33,168,B
11912,45.9,23.8,52,222,A
11913,33.1,26.2,57,178,A
11914,42.8,12.4,33,219,C
11915,53.4,16.9,58,245,A
11916,45.5,16.7,33,216,D
11917,33.2,17.5,30,174,D
11918,25.1,20.9,42,178,A
11919,29,21.1,30,172,D
11920,50.1,14.8,62,234,A
11921,24,16.4,28,134,B
11922,23.3,26.9,48,176,A
11923,43.9,10.6,38,189,D
11924,56.6,20.9,52,225,A
11925,46.7,16.3,60,256,B
11926,41,16.2,38,213,B
11927,25.8,13.7,30,129,C
11928,23.1,15.4,37,173,B
11929,17.8,18.1,25,115,B
11930,53.6,21.1,75,265,A
11931,38,20.1,32,178,C
11932,52.2,-2.9,48,226,D
11933,20.2,6.2,9,95,D
11934,23.3,13.6,30,127,C
11935,40,21,32,172,A
11936,24.7,20,24,156,C
11937,53,28.5,60,231,A
11938,46.8,18.3,26,204,C
11939,27.9,16,36,162,B
11940,41.6,14.3,32,191,A
11941,30.6,23,42,160,B
11942,25.6,19.4,57,155,B
11943,23,18.4,38,165,B
11944,46.4,17.7,45,198,D
11945,51.8,5.9,43,206,C
11946,49.4,9,57,200,D
11947,31.5,15.6,37,174,B
11948,57.7,28.8,70,235,A
11949,39.1,14.6,46,205,B
11950,44.8,17.3,49,243,A
11951,45.7,13.6,52,229,B
11952,31.3,12.7,63,220,B
11953,25.5,12.3,23,155,C
11954,44.4,21.3,44,245,C
11955,23.3,12.6,18,112,D
11956,40.6,14.2,44,211,D
11957,39.5,17.2,33,192,C
11958,41.1,9.2,44,222,C
11959,38.7,-20,23,220,D
11960,23.6,23,41,154,C
11961,42.7,27.8,57,237,A
11962,39.9,-2.3,29,173,D
11963,30.4,30.4,32,162,A
11964,48.5,18.7,53,257,B
11965,60.1,20.5,45,203,B
11966,26.5,1,30,126,D
11967,41.6,15.9,43,231,B
11968,41.8,8.2,45,201,C
11969,41.2,15.6,43,226,B
11970,31.8,17.9,39,169,B
11971,29,23.4,43,199,A
11972,28.9,22.9,52,191,A
11973,50.4,10.2,47,227,C
11974,43.1,5.9,45,200,C
11975,45.9,8.4,46,201,C
11976,19.7,7,3,132,D
11977,50,18.6,38,187,B
11978,38,5.6,26,152,C
11979,36,2.6,44,197,D
11980,20.3,14,21,144,D
11981,30.8,12.8,39,115,C
11982,29.6,22.9,28,125,A
11983,37.3,5.5,46,228,C
11984,37.6,14.6,62,201,B
11985,29,25.6,45,196,B
11986,56.3,10.6,50,242,D
11987,45.5,20.5,41,183,C
11988,50.4,21,52,225,A
11989,49.3,13.9,25,160,D
11990,39.3,10.3,36,210,B
11991,58.2,11.9,46,211,C
11992,20.7,25.3,24,122,A
11993,24.6,23.4,30,150,A
11994,24.4,20.6,44,192,A
11995,45.4,18.8,67,247,A
11996,45.7,21.2,48,225,C
11997,58,13.9,57,218,B
11998,15.8,-3,19,114,D
11999,28.3,21.9,37,153,A
12000,50.1,20,62,221,A
12001,35.8,9.1,34,177,B
12002,19.2,27.5,44,173,B
12003,46.6,10,39,229,D
12004,40.4,16.7,59,231,A
12005,26.2,14.3,37,153,C
12006,49.3,22.2,55,247,A
12007,47.2,19.3,37,217,C
12008,46,4,27,178,D
12009,43,11.2,38,210,C
12010,31.8,24.4,46,187,A
12011,19.4,18.7,17,118,C
12012,19.8,23.5,36,138,C
12013,44.8,13.8,33,201,D
12014,21.6,26,23,120,D
12015,42.8,13.3,50,182,A
12016,42.7,12.5,47,242,C
12017,43.3,15.3,42,140,C
12018,52.2,20.1,45,245,A
12019,28,0.2,21,173,D
12020,45.7,12.6,34,204,C
12021,34.8,6.7,53,194,C
12022,37.8,16.8,53,226,B
12023,21.7,24.2,30,132,A
12024,43.8,13.6,27,158,D
12025,37.2,14.2,48,239,B
12026,43.2,15.8,36,223,D
12027,41.7,-0.3,37,186,D
12028,50,19.9,43,214,B
12029,42.7,23.4,57,213,B
12030,26.6,17.5,24,153,C
12031,37.8,14.2,40,205,C
12032,44.6,12.5,38,223,A
12033,26.9,20,47,188,D
12034,51.2,14.3,53,228,B
12035,29.7,22,27,140,A
12036,23.1,21.9,35,154,A
12037,38.3,7.6,32,184,B
12038,40,12.6,51,186,B
12039,21.3,20.4,36,184,B
12040,47.7,26.6,61,237,A
12041,29.7,28,25,124,B
12042,26.5,17,14,119,D
12043,20,14.9,19,118,C
12044,46.2,18.8,52,202,C
12045,55.9,15.1,68,230,B
12046,44.7,10.6,41,216,B
12047,35.6,-7.4,29,177,D
12048,21.9,14,12,73,D
12049,25.3,13.2,21,130,D
12050,33.7,14.6,30,179,C
12051,38.9,15.4,40,220,B
12052,33,32.4,40,183,A
12053,32,20,55,199,A
12054,46.7,22,57,236,A
12055,38.3,16.7,62,239,A
12056,40.4,2.8,44,240,D
12057,40.3,21.9,35,181,B
12058,39.4,4.4,53,236,D
12059,20.6,18.6,26,138,C
12060,37.8,2.1,39,185,D
12061,28.5,13,17,119,C
12062,46.8,1.3,61,215,D
12063,49.6,28.3,62,225,A
12064,30,32,55,215,C
12065,48.1,12.3,52,232,D
12066,39.2,37,37,197,C
12067,19.1,19.8,31,171,B
12068,25.7,16.5,7,118,C
12069,30.7,12.8,42,152,D
12070,46.1,7.7,45,211,C
12071,27.9,23.2,35,142,B
12072,44.7,18.6,44,195,A
12073,28.4,16.4,40,204,B
12074,37.2,2.9,26,170,D
12075,31.3,25,39,172,A
12076,50.5,11.4,40,199,C
12077,26.7,8,43,180,D
12078,54.8,15.3,60,205,A
12079,34.9,5.8,36,165,C
12080,47.1,22,49,220,B
12081,51.3,21.7,49,212,C
12082,22.1,13.1,20,155,C
12083,31.3,23.4,37,192,A
12084,36,14.2,43,232,C
12085,49.9,15.5,48,212,B
12086,46.5,17.8,55,200,B
12087,38.1,20.7,36,204,B
12088,26.5,20,46,164,A
12089,45.1,20.1,46,230,A
12090,26.6,23.5,53,180,A
12091,23.9,19.7,51,189,A
12092,15.5,14.1,0,88,D
12093,44.9,18.5,57,235,A
12094,29,26.1,21,133,C
12095,34.4,8.3,49,254,C
12096,47.9,16.4,49,263,A
12097,28.6,20.4,44,172,A
12098,37.2,9.2,41,227,D
12099,27.3,20,20,120,A
12100,23.1,3,10,110,D
12101,42.4,20.1,32,211,D
12102,31.7,21.9,23,157,A
12103,41.9,15,40,227,B
12104,39.2,3.6,56,178,D
12105,40.2,25.9,59,259,A
12106,29.9,19.7,44,178,A
12107,25.8,12,9,137,C
12108,50.6,17.9,61,232,B
12109,47.1,25.3,47,227,B
12110,39.2,11.2,36,194,B
12111,25.2,20.2,31,152,D
12112,48.5,13.5,44,234,B
12113,40.3,14.8,33,161,C
12114,22.9,16.8,35,129,C
12115,26.9,23.9,40,167,A
12116,18,14.5,0,96,D
12117,41.5,-8.9,47,202,D
12118,37,9.2,46,167,D
12119,29,19,47,159,A
12120,39.7,-8.4,35,210,D
12121,41.1,13.7,50,215,B
12122,37,20.5,51,215,A
12123,41.5,12.8,34,201,C
12124,49.8,8,48,245,C
12125,28.9,19.8,45,166,A
12126,44,19.2,59,237,B
12127,24.5,9.9,9,106,D
12128,40.8,-0.7,48,183,D
12129,49.6,25,30,198,C
12130,53,6,43,200,D
12131,28.8,20.7,60,202,A
12132,45.7,14.9,60,233,C
12133,46.3,-11.6,50,216,D
12134,21.5,24.35,29,122,B
12135,58.7,18.4,41,278,C
12136,17.8,8.2,29,138,D
12137,35.2,12.3,39,193,D
12138,48,1.4,38,211,D
12139,34.6,12.5,43,170,A
12140,28.4,26.3,48,192,A
12141,30.1,19.5,49,171,A
12142,27,32.7,34,141,C
12143,27.6,11,28,167,C
12144,20,15.4,25,144,D
12145,51.6,7.6,55,242,C
12146,40.3,16,54,225,A
12147,20,17.7,45,172,B
12148,14.1,12.5,5,128,D
12149,24,13.8,19,131,C
12150,41.6,4.7,52,234,D
12151,37.9,3.5,51,203,D
12152,29.6,17.5,38,160,C
12153,38,15.4,38,203,A
12154,40.9,8.4,38,229,C
12155,44.1,-3.2,46,228,D
12156,33.2,14.4,26,168,B
12157,49,18.5,45,218,C
12158,44.1,7,38,223,C
12159,26,9.5,47,161,D
12160,25.6,22,23,130,A
12161,40.7,18.8,46,250,B
12162,48.5,11.8,59,240,B
12163,45,2.4,28,193,C
12164,26.3,20.4,30,148,A
12165,22.7,14.7,0,127,D
12166,15,6.9,10,131,D
12167,35.2,1.6,4,180,D
12168,17.9,10.4,26,105,C
12169,34.4,8.8,25,149,B
12170,37.5,22.3,31,212,B
12171,26.2,21.3,40,177,A
12172,52.5,19.6,39,210,D
12173,48.7,13.6,46,208,A
12174,44.1,13.7,33,230,D
12175,48.7,6.9,49,226,C
12176,47.1,15.9,58,227,A
12177,37.2,-8.2,24,166,D
12178,26.3,15.3,19,135,C
12179,49.3,11.5,48,184,B
12180,30.5,27.5,47,231,A
12181,31,14.4,48,191,C
12182,41.8,6.5,46,215,C
12183,28,25.6,47,203,A
12184,30.7,10.4,35,144,C
12185,41.6,8.7,43,213,C
12186,44.3,18.2,48,246,B
12187,18.9,6.4,11,124,D
12188,24.7,23.2,28,165,C
12189,40.5,15.8,48,192,C
12190,46.1,20.3,48,266,C
12191,54.1,9.5,45,206,C
12192,23.5,21.8,9,111,C
12193,18.9,8.4,0,90,D
12194,39.5,4.2,24,177,D
12195,50.3,29,60,237,A
12196,36.6,-17.4,54,243,D
12197,25.1,25,36,158,A
12198,36.1,30.1,45,205,B
12199,23.7,28,8,182,D
12200,43.1,24.7,40,207,C
12201,42.2,8,41,258,C
12202,26.2,15.9,21,135,B
12203,41.4,10.3,53,215,C
12204,30.8,22.6,53,165,A
12205,29.9,-2.3,12,140,D
12206,48.5,10.9,49,260,C
12207,19,21.7,21,121,A
12208,49.4,16.1,55,221,A
12209,41.6,11.4,46,197,B
12210,65.1,15.1,45,223,A
12211,40.4,20,34,158,B
12212,53.5,13.2,49,202,D
12213,37.9,24.4,37,198,A
12214,34,8.5,40,180,C
12215,46.3,26.2,55,234,B
12216,31.8,31.1,50,208,A
12217,25.8,18.8,42,178,B
12218,43.3,12.7,46,240,B
12219,45.5,19.4,53,247,A
12220,31.5,16,39,172,D
12221,37.4,8,32,197,C
12222,34.3,19.3,39,157,A
12223,21.1,5.6,5,76,D
12224,52.2,22.5,54,222,A
12225,39.6,12.8,44,177,A
12226,25.3,22.4,44,151,A
12227,25.1,15,37,157,B
12228,41.1,-9.9,20,167,D
12229,42.9,4.1,49,166,D
12230,23.5,7.5,16,134,D
12231,43.6,5.5,43,201,C
12232,32.1,10.6,42,192,B
12233,44.3,4.3,0,170,D
12234,50,16,45,225,A
12235,33.9,6.1,44,230,C
12236,53.2,15.9,55,227,B
12237,31.7,13.9,45,178,B
12238,27,17,22,120,B
12239,43.3,22,33,167,B
12240,39.6,7.6,49,203,D
12241,47.4,21.2,57,233,B
12242,33.6,13.9,55,228,B
12243,27.5,23.4,45,153,A
12244,50.6,22.1,57,255,A
12245,15.9,19.5,0,101,D
12246,45.2,14.3,51,200,C
12247,54.9,21.5,50,250,A
12248,24.9,20,37,157,A
12249,39.3,12.2,55,185,D
12250,39.3,10.5,63,232,B
12251,49.7,22.1,51,227,A
12252,52.7,14.2,34,225,D
12253,12.6,-4,0,60,D
12254,38.1,8.5,29,183,C
12255,51.5,15.4,49,241,C
12256,22.8,14.4,3,101,D
12257,40.3,5.7,15,147,D
12258,45,13.2,60,220,B
12259,27.1,18.3,41,178,B
12260,54.6,13.4,65,240,C
12261,24.5,17.3,20,171,B
12262,44.7,16.2,36,208,B
12263,41.8,1.3,62,215,D
12264,23.5,13.4,7,129,D
12265,31.9,-10,30,182,D
12266,34.1,6.4,46,229,C
12267,26.8,24.8,36,173,B
12268,52.9,22.7,61,235,A
12269,40.6,16,22,210,D
12270,47.3,26.8,52,233,A
12271,44.1,5.8,50,190,C
12272,30.9,4.9,13,143,D
12273,41.5,3.9,47,196,D
12274,39.6,12.7,48,179,A
12275,26.1,12.7,7,126,C
12276,48.9,22.5,58,262,B
12277,45.8,13.1,31,170,C
12278,18.4,24.9,5,130,D
12279,20.9,10.3,22,155,D
12280,41.6,16.4,22,156,D
12281,46.4,15.2,54,235,A
12282,45.2,10.2,32,188,D
12283,31.2,6,40,165,D
12284,42.1,11.2,30,192,C
12285,35.4,2.4,28,172,D
12286,28.7,23,26,152,B
12287,36.5,21.8,42,199,A
12288,36.8,-5,22,114,D
12289,51.7,14.6,57,247,A
12290,21.5,22,44,172,B
12291,46.9,8.9,40,190,D
12292,46,17.3,50,256,A
12293,43.5,24,50,263,B
12294,32.1,25.6,26,150,D
12295,46.1,27,27,176,C
12296,39.8,7.2,55,184,D
12297,44.3,3.1,42,214,D
12298,53.6,17.7,52,226,C
12299,26.9,34.8,22,163,A
12300,35.6,7.2,40,183,D
12301,48,16.5,54,253,A
12302,21,11.7,24,132,C
12303,26.9,19.5,41,164,D
12304,43,13.4,47,242,B
12305,29.7,29.4,25,120,B
12306,33.9,11.3,49,200,B
12307,44.6,23.9,57,239,A
12308,45.1,-3.5,46,202,D
12309,37.5,6.2,45,202,C
12310,49.2,6.2,39,193,D
12311,42.3,25.4,46,214,B
12312,40.1,-6.2,51,202,D
12313,54,15.2,52,223,B
12314,45.7,15.3,44,191,A
12315,51.2,16,40,206,D
12316,39.2,4.1,46,195,D
12317,37.9,7.3,30,140,D
12318,56.1,25.5,56,242,A
12319,29.3,15.5,15,114,C
12320,40.7,13.7,24,151,D
12321,43.9,18.9,65,264,A
12322,21,23.3,18,127,A
12323,29,29.9,27,201,B
12324,20.9,14.7,34,154,C
12325,42.1,5.5,45,236,C
12326,22.2,4.8,32,147,D
12327,40.6,10.3,46,255,C
12328,57.2,10.4,53,238,B
12329,19.1,8.2,6,60,D
12330,24.1,24.4,40,165,B
12331,25.7,22,41,173,A
12332,25.6,21.2,31,168,A
12333,24.7,29,35,154,A
12334,48.3,15.7,39,208,C
12335,52.6,21.2,40,212,C
12336,27.4,23,34,118,D
12337,24.8,24.4,37,128,C
12338,17.2,7.5,2,70,D
12339,23.5,21.8,18,129,A
12340,44.6,16.5,47,215,C
12341,46,16.3,36,176,C
12342,21.9,24.8,41,184,B
